stock_id,name,industry
8091,翔名,電子零組件業
6865,偉康科技,資訊服務業
3465,進泰電子,電子零組件業
6198,瑞築,半導體業
6903,巨漢,其他電子業
6952,大武山,農業科技
6813,富動科,電腦及週邊設備業
7751,竑騰,電子工業
6999,瀚醫生技,化學生技醫療
6968,萬達寵物,居家生活
5233,有量,其他電子業
8041,東元精電,電機機械
6739,竹陞科技,其他電子業
6514,芮特-KY,通信網路業
6997,博弘,數位雲端
7703,銳澤,其他電子業
6757,台灣虎航-創,創新版股票
1311,福聚,塑膠工業
1523,開億,電機機械
4733,上緯,化學生技醫療
1601,台光,電器電纜
1230,聯成食,電器電纜
1606,歌林,電器電纜
1716,永信,化學生技醫療
3474,華亞科,半導體業
3534,雷凌,半導體業
6119,大傳,電子通路業
3573,穎台,電子工業
2258,鴻華先進-創,創新版股票
3599,旺能,光電業
3584,介面,光電業
1520,復盛,其他
2452,乾坤,電子工業
3150,鈺寶-創,創新版股票
8078,華寶,通信網路業
2254,巨鎧精密-創,創新版股票
3614,誠致,電子工業
3598,奕力,半導體業
2446,全懋,半導體業
6423,億而得-創,創新版股票
2447,鼎新,資訊服務業
6988,威力暘-創,創新版股票
6969,成信實業*-創,創新版股票
8008,建興電,電子工業
3638,F-IML,電子工業
2381,華宇,電子工業
5854,合庫,金融保險
6255,奈普,光電業
3214,元砷,電子工業
2384,勝華,光電業
2391,合勤,通信網路業
2396,精碟,光電業
6902,GOGOLOOK-創,創新版股票
6854,錼創科技-KY創,創新版股票
6286,立錡,電子工業
3271,其樂達,半導體業
2418,雅新,電子工業
2403,友尚,電子工業
2411,飛瑞,其他電子業
6280,崇貿,電子工業
3697,F-晨星,電子工業
2315,神達,電子工業
6951,青新-創,創新版股票
6949,沛爾生醫-創,創新版股票
2336,致伸,電子工業
1107,建台,其他
2341,英群,電子工業
2350,環電,其他電子業
6012,金鼎證,金融保險
6924,榮惠-KY創,創新版股票
3367,英華達,電子工業
6004,元京證,金融保險
2361,鴻友,電子工業
2473,思源,半導體業
3007,綠點,電子工業
3053,鼎營,其他電子業
3020,奇普仕,電子通路業
2526,大陸,建材營造
9157,陽光能源-DR,存託憑證
0081,恒香港,ETF
0080,恒中國,ETF
3061,璨圓,光電業
2827,中聯,金融保險
2831,中華銀,金融保險
3063,飛信,半導體業
9151,旺旺,存託憑證
6645,金萬林-創,創新版股票
9136,巨騰-DR,存託憑證
5280,F-敦泰,電子工業
2494,廣業科,電子工業
2847,大眾銀,金融保險
9915,億豐,其他
2837,萬泰銀,金融保險
6534,正瀚-創,創新版股票
2833,台壽保,金融保險
3009,奇美電,電子工業
9188,精熙-DR,存託憑證
9922,優美,其他
6702,興航,航運業
8487,愛爾達-創,創新版股票
2807,竹商銀,金融保險
9801,力霸,貿易百貨
2469,力信,電子零組件業
9110,越南控-DR,存託憑證
6794,向榮生技-創,創新版股票
0060,新台灣,ETF
2463,研揚,電腦及週邊設備業
3142,遠茂,電子工業
8162,微矽電子-創,創新版股票
9106,新焦點-DR,存託憑證
2479,和立,電子工業
3080,威力盟,光電業
9101,福雷電,存託憑證
9102,東亞科,存託憑證
8199,廣鎵,電子工業
9103,美德醫療-DR,存託憑證
6771,平和環保-創,創新版股票
9104,萬宇科,存託憑證
2854,寶來證,金融保險
9105,泰金寶-DR,存託憑證
6457,紘康,半導體業
7714,創泓科技,數位雲端
7715,裕山,綠能環保
7732,金興精密,電機機械
4749,新應材,光電業
6495,納諾*-KY,化學工業
7728,光焱科技,其他電子業
2248,華勝-KY,電機機械
7736,虎山,電機機械
3202,樺晟,電子零組件業
6936,永鴻生技,農業科技
6626,唯數,文化創意業
2437,旺詮,電子工業
7805,威聯通,電腦及週邊設備業
7555,美萌,生技醫療業
1585,鎧鉅,電子零組件業
6925,意藍,數位雲端
6240,松崗,其他
6829,千附精密,電機機械
3521,鴻翊,電腦及週邊設備業
6187,萬潤,其他電子類
6208,日揚,電子零組件業
5443,均豪,光電業
8383,千附,其他電子類
5314,世紀*,半導體業
5348,正能量智能,通信網路業
4950,金耘國際,其他
6287,元隆,半導體業
7747,昕奇雲端,數位雲端
5277,葳天,光電業
7547,碩網,數位雲端
4945,陞達科技,半導體業
7860,得生製藥,化學生技醫療
2750,桃禧,觀光餐旅
8497,格威傳媒,其他
6971,惠民實業,綠能環保
7738,東聯互動,數位雲端
7782,光速火箭,居家生活
6699,奇邑,半導體業
6747,亨泰光,生技醫療業
6910,德鴻,數位雲端
6288,聯嘉,汽車工業
1613,台一,電器電纜
6764,亞洲教育,其他
6725,矽科宏晟,其他電子業
6403,群登,通信網路業
3559,全智科,電子工業
3315,宣昶,電子工業
7893,睿信,電子工業
7792,安葆,其他電子業
7811,民盛,運動休閒
2823,中壽,金融保險
2809,京城銀,金融保險
2888,新光金,金融保險
2856,元富證,金融保險
2072,世紀風電,鋼鐵工業
3616,泓辰,電機機械
4132,國鼎,生技醫療業
4773,高福,化學工業
6652,雅祥生醫,生技醫療業
1729,必翔,化學生技醫療
7794,宏碁智新,居家生活
7821,神數,其他電子業
0059,富邦金融,ETF
4144,康聯-KY,化學生技醫療
6452,康友-KY,化學生技醫療
0054,元大台商50,ETF
0058,富邦發達,ETF
1724,台硝,化學生技醫療
1701,中化,化學生技醫療
7820,立盈,綠能環保
1704,榮化,化學生技醫療
4141,龍燈-KY,化學生技醫療
4725,信昌化,化學生技醫療
1715,萬洲,塑膠工業
6251,定穎,電子零組件業
6422,君耀-KY,電子零組件業
2456,奇力新,電子零組件業
2936,客思達-KY,貿易百貨
1469,理隆,紡織纖維
3485,敘豐,光電業
6145,勁永,電子通路業
6172,互億,電腦及週邊設備業
5264,鎧勝-KY,電腦及週邊設備業
7842,天能綠電,綠能環保
1592,英瑞-KY,汽車工業
6131,鈞泰,光電業
3579,尚志,半導體業
2841,台開,建材營造
3561,昇陽光電,光電業
3536,誠創,半導體業
3454,晶睿,光電業
2325,矽品,半導體業
3698,隆達,光電業
5259,奕智博,光電業
2499,東貝,光電業
5305,敦南,半導體業
2475,華映,光電業
6289,華上,光電業
2448,晶電,光電業
2311,日月光,半導體業
3514,昱晶,光電業
3383,新世紀,光電業
3519,綠能,半導體業
1589,永冠-KY,電機機械
4984,科納-KY,電子工業
1507,永大,電機機械
8480,泰昇-KY,其他
1262,綠悅-KY,其他
8427,基勝-KY,其他
1435,中福,其他
3682,亞太電,電子工業
2358,廷鑫,其他
2443,昶虹,其他
1902,台紙,造紙工業
6472,保瑞,生技醫療業
4938,和碩,電子工業
6473,美賣*,數位雲端
5263,智崴,文化創意業
6474,華豫寧,電子通路業
6477,安集,光電業
6482,弘煜科,文化創意業
5262,立達,半導體業
5267,龍翩,光電業
5371,中光電,光電業
6470,宇智,通信網路業
6469,大樹,生技醫療業
5269,祥碩,半導體業
5410,國眾,資訊服務業
5271,紘通,電子零組件業
6590,普鴻,資訊服務業
5403,中菲,資訊服務業
6467,泰合,生技醫療業
6465,威潤,通信網路業
5272,笙科,半導體業
5274,信驊,半導體業
5276,達輝-KY,其他
6464,台數科,其他
6483,原創生醫,生技醫療業
5258,虹堡,電腦及週邊設備業
6589,台康生技,生技醫療業
6505,台塑化,油電燃氣業
5243,乙盛-KY,光電業
6504,南六,其他
6499,益安,生技醫療業
6498,久禾光,光電業
5434,崇越,電子工業
5244,弘凱,光電業
6496,科懋,生技醫療業
6494,九齊,半導體業
5245,智晶,光電業
4933,友輝,光電業
6493,雷虎生,生技醫療業
5254,欣訊科技,電子零組件業
5251,天鉞電,光電業
5425,台半,半導體業
5426,振發,電腦及週邊設備業
6485,點序,半導體業
5248,景傳,光電業
6488,環球晶,半導體業
6491,晶碩,化學生技醫療
5246,勵威,半導體業
6492,生華科,生技醫療業
6486,互動,通信網路業
5283,禾聯碩,電器電纜
5285,界霖,半導體業
6462,神盾,半導體業
5312,寶島科,生技醫療業
6591,動力-KY,電腦及週邊設備業
5315,光聯,光電業
6435,大中,半導體業
6434,達輝光電,光電業
5324,士開,建材營造
6432,今展科,電子零組件業
5328,華容,電子零組件業
5340,建榮,電子零組件業
5344,立衛,半導體業
4934,太極,電子工業
5386,青雲,電腦及週邊設備業
5356,協益,電腦及週邊設備業
6426,統新,通信網路業
6428,台灣淘米,文化創意業
6441,廣錠,電腦及週邊設備業
5388,中磊,通信網路業
5355,佳總,電子零組件業
5353,台林,通信網路業
5351,鈺創,半導體業
5347,世界,半導體業
4935,茂林-KY,光電業
6425,易發,電機機械
6442,光聖,通信網路業
5240,建騰,光電業
5297,廣化,半導體業
5292,華懋,綠能環保
5291,邑昇,電子零組件業
5398,慕康生醫,其他
5299,杰力,半導體業
5289,宜鼎,電腦及週邊設備業
6456,GIS-KY,光電業
5381,光譜,電子零組件業
6461,益得,生技醫療業
5288,豐祥-KY,電機機械
5284,jpp-KY,其他
6451,訊芯-KY,電子工業
5302,太欣,半導體業
6443,元晶,光電業
6446,藥華藥,化學生技醫療
5310,天剛,資訊服務業
5309,系統電,電子零組件業
6449,鈺邦,電子工業
5392,能率,光電業
6579,研揚,電子工業
6516,勤崴國際,資訊服務業
6508,惠光,農業科技業
4974,亞泰,電子零組件業
4973,廣穎,半導體業
4972,湯石照明,光電業
6556,勝品,光電業
6558,興能高,其他電子業
4971,IET-KY,半導體業
6555,榮炭,電子零組件業
6582,申豐,橡膠工業
6560,欣普羅,光電業
4968,立積,電子工業
4942,嘉彰,光電業
6561,是方,通信網路業
6559,研晶,光電業
6583,友松,文化創意業
4976,佳凌,光電業
6543,普惠醫工,生技醫療業
4987,科誠,電腦及週邊設備業
6546,正基,通信網路業
6547,高端疫苗,生技醫療業
6548,長科*,半導體業
6549,景凱,生技醫療業
6550,北極星藥業-KY,化學生技醫療
6552,易華電,半導體業
4980,佐臻,電子零組件業
4979,華星光,通信網路業
4977,眾達-KY,電子工業
6584,南俊國際,電子零組件業
4967,十銓,電子工業
4989,榮科,電子工業
6563,映智,半導體業
4956,光鋐,電子工業
4953,緯軟,資訊服務業
6576,逸達,生技醫療業
6577,勁豐,電腦及週邊設備業
4943,康控-KY,電子零組件業
4958,臻鼎-KY,電子工業
4952,凌通,電子工業
6578,達邦蛋白,農業科技業
4951,精拓科,半導體業
4949,有成精密,電子工業
6580,台睿,生技醫療業
6574,霈方,生技醫療業
6564,安特羅,生技醫療業
4966,譜瑞-KY,半導體業
6565,物聯,數位雲端
4961,天鈺,電子工業
6568,宏觀,半導體業
6569,醫揚,生技醫療業
6570,維田,電腦及週邊設備業
6572,博錸,生技醫療業
6573,虹揚-KY,半導體業
4960,誠美材,電子工業
6542,隆中,文化創意業
6541,泰福-KY,生技醫療業
5222,全訊,電子工業
6525,捷敏-KY,半導體業
5220,萬達光電,光電業
5215,科嘉-KY,電腦及週邊設備業
5223,安力-KY,電腦及週邊設備業
5213,亞昕,建材營造
6526,達發,半導體業
5212,凌網,資訊服務業
5211,蒙恬,資訊服務業
5210,寶碩,資訊服務業
5225,東科-KY,其他電子業
6523,達爾膚,生技醫療業
6509,聚和,化學工業
6510,精測,半導體業
5236,凌陽創新,半導體業
5234,達興材料,電子工業
6512,啟發電,其他電子類
6588,東典光電,通信網路業
6515,穎崴,半導體業
4946,辣椒,文化創意業
6517,保勝光學,光電業
6518,康科特,生技醫療業
5230,雷笛克光學,光電業
5228,鈺鎧,電子零組件業
5227,立凱-KY,電子零組件業
6527,明達醫,生技醫療業
5206,坤悅,建材營造
6530,創威,通信網路業
5009,榮剛,鋼鐵工業
6535,順藥,生技醫療業
6586,醣基,生技醫療業
5007,三星,鋼鐵工業
4999,鑫禾,電子零組件業
6536,碩豐,資訊服務業
6538,倉和,電子零組件業
4995,晶達,光電業
6539,麗彤,生技醫療業
4994,傳奇,電子工業
6585,鼎基,其他
4991,環宇-KY,半導體業
5011,久陽,鋼鐵工業
6531,愛普*,半導體業
5203,訊連,電子工業
6532,瑞耘,半導體業
5202,力新,資訊服務業
6533,晶心科,半導體業
5201,凱衛,資訊服務業
5016,松和,鋼鐵工業
5015,華祺,鋼鐵工業
5014,建錩,鋼鐵工業
4939,亞電,電子零組件業
5013,強新,鋼鐵工業
5438,東友,電腦及週邊設備業
5474,聰泰,電腦及週邊設備業
6116,彩晶,光電業
6203,海韻電,電子零組件業
6115,鎰勝,電子零組件業
6204,艾華,電子零組件業
6205,詮欣,電子工業
6114,久威,電子零組件業
6113,亞矽,電子通路業
6112,邁達特,電子工業
6206,飛捷,電子工業
6207,雷科,電子零組件業
6111,光聚晶電,文化創意業
6202,盛群,電子工業
6109,亞元,通信網路業
6201,亞弘電,電子工業
6197,佳必琪,電子工業
6125,廣運,光電業
6124,業強,電子零組件業
6122,擎邦,電機機械
6199,天品,其他
6121,新普,電腦及週邊設備業
6120,達運,電子工業
6118,建達,電子通路業
6117,迎廣,電腦及週邊設備業
6196,帆宣,電子工業
6209,今國光,光電業
6219,富旺,建材營造
6027,德信,金融業
6026,福邦證,金融業
6024,群益期,金融保險
6220,岳豐,電子零組件業
6221,晉泰,資訊服務業
6222,立軒,光電業
6223,旺矽,半導體業
6023,元大期,金融業
6224,聚鼎,電子工業
6021,美好證,金融業
6225,天瀚,光電業
6020,大展證,金融業
6016,康和證,金融業
6218,豪勉,通信網路業
6108,競國,電子零組件業
6028,公勝保經,金融業
6216,居易,電子工業
6210,慶生,電子零組件業
6212,理銘,建材營造
6213,聯茂,電子工業
6104,創惟,半導體業
6214,精誠,資訊服務業
6215,和椿,其他電子業
6103,合邦,半導體業
6101,寬魚國際,文化創意業
6035,悠遊卡,金融業
6217,中探針,電子零組件業
6127,九豪,電子零組件業
6158,禾昌,電子零組件業
6156,松上,電子零組件業
6179,亞通,其他
6180,橘子,文化創意業
6155,鈞寶,電子零組件業
6182,合晶,半導體業
6183,關貿,資訊服務業
6184,大豐電,其他
6185,幃翔,電子零組件業
6154,順發,電子通路業
6186,新潤,建材營造
6153,嘉聯益,電子零組件業
6177,達麗,建材營造
6152,百一,電子工業
6176,瑞儀,電子工業
6160,欣技,電腦及週邊設備業
6166,凌華,電腦及週邊設備業
6164,華興,電子工業
6167,久正,光電業
6168,宏齊,光電業
6169,昱泉,文化創意業
6170,統振,通信網路業
6163,華電網,通信網路業
6171,大城地產,建材營造
6161,捷波,電腦及週邊設備業
6173,信昌電,電子零組件業
6174,安碁,電子零組件業
6175,立敦,電子零組件業
6126,信音,電子零組件業
6150,撼訊,電腦及週邊設備業
6130,上亞科技,生技醫療業
6129,普誠,半導體業
6188,廣明,電腦及週邊設備業
6189,豐藝,電子工業
6128,上福,電腦及週邊設備業
6190,萬泰科,通信網路業
6191,精成科,電子工業
6192,巨路,其他電子業
6194,育富,電子零組件業
6133,金橋,電子工業
6151,晉倫,其他電子類
6136,富爾特,通信網路業
6148,驊宏資,資訊服務業
6147,頎邦,半導體業
6146,耕興,其他電子類
6144,得利影,文化創意業
6143,振曜,通信網路業
6142,友勁,電子工業
6141,柏承,電子零組件業
6140,訊達,資訊服務業
6139,亞翔,電子工業
6138,茂達,半導體業
6592,和潤企業,其他
6134,萬旭,電子零組件業
6226,光鼎,光電業
6015,宏遠證,金融業
6283,淳安,電子工業
6284,佳邦,電子零組件業
6285,啟碁,通信網路業
5512,力麒,建材營造
5511,德昌,建材營造
5508,永信建,建材營造
5498,凱崴,電子零組件業
5493,三聯,其他電子類
5490,同亨,電腦及週邊設備業
5489,彩富,其他電子類
6290,良維,電子零組件業
5488,松普,電子零組件業
6291,沛亨,半導體業
6292,迅德,電子零組件業
6294,智基,文化創意業
5514,三豐,建材營造
6282,康舒,電子工業
6276,安鈦克,電腦及週邊設備業
6277,宏正,電子工業
5523,豐謙,建材營造
5522,遠雄,建材營造
5521,工信,建材營造
5520,力泰,建材營造
6278,台表科,光電業
5519,隆大,建材營造
6279,胡連,電子零組件業
5516,雙喜,建材營造
5515,建國,建材營造
6281,全國電,電子工業
5525,順天,建材營造
5487,通泰,半導體業
5484,慧友,光電業
6415,矽力*-KY,電子工業
6416,瑞祺電通,通信網路業
6417,韋僑,通信網路業
6418,詠昇,電子零組件業
5469,瀚宇博,電子工業
5468,凱鈺,半導體業
6419,京晨科,光電業
5465,富驊,電腦及週邊設備業
5464,霖宏,電子零組件業
5460,同協,電子零組件業
5457,宣德,電子零組件業
5455,昇益,建材營造
5452,佶優,其他電子類
6414,樺漢,電腦及週邊設備業
5471,松翰,半導體業
6405,悅城,光電業
5483,中美晶,半導體業
6407,相互,電子零組件業
5478,智冠,文化創意業
6409,旭隼,其他電子業
6411,晶焱,半導體業
6412,群電,電子工業
5475,德宏,電子零組件業
5529,鉅陞,建材營造
5530,龍巖,其他
6241,鑫永洋,通信網路業
6242,立康,生技醫療業
6243,迅杰,半導體業
6244,茂迪,光電業
5880,合庫金,金融保險
5878,台名,金融業
5876,上海商銀,金融保險
6245,立端,通信網路業
6246,臺龍,光電業
5871,中租-KY,其他
6239,力成,電子工業
6248,沛波,鋼鐵工業
6237,驊訊,半導體業
6227,茂綸,電子通路業
6228,全譜,電腦及週邊設備業
6005,群益證,金融保險
6229,研通,半導體業
6230,尼得科超眾,電子工業
6231,系微,資訊服務業
6233,旺玖,半導體業
6234,高僑,光電業
5907,大洋-KY,貿易百貨
6235,華孚,電子工業
5906,台南-KY,貿易百貨
6236,中湛,其他
5864,致和證,金融業
5863,瑞興銀,金融業
5859,遠壽,金融業
6270,倍微,電子通路業
6271,同欣電,半導體業
5548,安倉,建材營造
5547,久舜,建材營造
5546,永固-KY,建材營造
6272,驊陞,電子工業
5543,桓鼎-KY,建材營造
6274,台燿,電子零組件業
5538,東明-KY,鋼鐵工業
5536,聖暉*,其他電子類
5534,長虹,建材營造
5533,皇鼎,建材營造
5531,鄉林,建材營造
5601,台聯櫃,航運業
6269,台郡,電子零組件業
5603,陸海,航運業
5609,中菲行,航運業
5608,四維航,航運業
6257,矽格,半導體業
5439,高技,電子零組件業
6261,久元,半導體業
6263,普萊德,通信網路業
6264,富裔,建材營造
6265,方土昶,電子通路業
6266,泰詠,電子零組件業
5607,遠雄港,航運業
6259,百徽,電子零組件業
6831,邁科,電腦及週邊設備業
7881,科明,生技醫療業
7882,倍利創投,其他
7883,饗賓,觀光餐旅
7885,宏羚,其他電子業
7886,科建,半導體業
7887,宇川精材,半導體業
7888,麗寶新藥,生技醫療業
7889,騰勢,食品工業
7890,明曜科技,綠能環保
7891,博研醫藥,生技醫療業
7880,聖凰,半導體業
7892,元鈦科,電腦及週邊設備業
7895,元進莊,農業科技
7896,喬越,電子零組件業
7897,禾迅綠電,綠能環保
7899,景美,半導體業
7901,大大寬頻,通信網路業
7902,宇越生醫*,生技醫療業
7904,任開數位,數位雲端
7907,錸恩帕斯,其他
7909,鈺祥,半導體業
7911,阿波羅電力,綠能環保
7912,新聿科,電子零組件業
7879,益材科技,電機機械
7877,海利普,綠能環保
7850,寶泰生醫,生技醫療業
7851,慧康生技*-KY,生技醫療業
7853,政美應用,半導體業
7854,佐茂,電腦及週邊設備業
7855,和運租車,其他
7856,漢測,半導體業
7857,合水先進,綠能環保
7858,芝普,化學工業
7861,貝爾威勒,電子零組件業
7878,藥祇,生技醫療業
7862,聚泰,紡織纖維
7865,金聯成,綠能環保
7866,丹立,半導體業
7867,特力屋,居家生活
7868,聖育,資訊服務業
7869,宏于電機,電機機械
7870,聯剛科技,其他電子業
7871,安立璽榮-KY,生技醫療業
7872,登豐,半導體業
7875,安圖斯,電腦及週邊設備業
7876,鼎晉生技,生技醫療業
7863,中科物流,航運業
7849,旭誼,其他電子業
7913,通寶半導體,半導體業
7918,創鉅材料,半導體業
8048,德勝,通信網路業
8049,晶采,光電業
8050,廣積,電腦及週邊設備業
8054,安國,半導體業
8058,耐特,其他電子業
8059,凱碩,通信網路業
8064,東捷,光電業
8067,志旭,電子通路業
8068,全達,電子通路業
8047,星雲,其他電子類
8069,元太,光電業
8070,長華*,電子通路業
8071,能率網通,電子零組件業
8072,陞泰,電子工業
8074,鉅橡,電子零組件業
8076,伍豐,電腦及週邊設備業
8081,致新,半導體業
7915,廌家,通信網路業
8046,南電,電子零組件業
8045,達運光電,電子工業
7919,禾蒼,光電業
8011,台通,通信網路業
8016,矽創,半導體業
8021,尖點,其他電子業
8024,佑華,半導體業
8027,鈦昇,電機機械
8028,昇陽半導體,半導體業
8033,雷虎,其他
8034,榮群,通信網路業
8038,長園科,電子零組件業
8039,台虹,電子工業
8040,九暘,半導體業
8042,金山電,電子零組件業
8043,蜜望實,電子零組件業
8032,光菱,電子通路業
7848,騏億鑫,其他電子業
7847,豊漁,觀光餐旅
7846,德揚,綠能環保
7761,三大未來,綠能環保
7762,吉晟生,生技醫療業
7763,崇舜,化學工業
7764,聖州,其他
7765,中華資安,數位雲端
7767,仁大資訊,資訊服務業
7768,頌勝科技,半導體業
7769,鴻勁,半導體業
7760,享溫馨,觀光餐旅
7770,君曜,半導體業
7772,耀穎,半導體業
7773,富禾生醫,生技醫療業
7776,奧孟亞,生技醫療業
7777,能率亞洲,其他
7779,鍇睿國際,運動休閒
7780,大研生醫*,食品工業
7781,昕力資*,數位雲端
7783,佳運,綠能環保
7784,安邦生技*,生技醫療業
7771,綠基,光電業
7785,北祥科服,數位雲端
7759,視航生醫,生技醫療業
7757,金色三麥,觀光餐旅
7731,火星生技*,食品工業
7734,印能科技,半導體業
7737,凱鈿,數位雲端
7740,熙特爾-創,創新板股票
7742,天弘化,化學工業
7743,金利食安,食品工業
7758,睿騰能源,電子零組件業
7744,崴寶,電子零組件業
7748,鑫囍創業,其他
7749,意騰-KY,半導體業
7750,新代,電機機械
7752,世紀樺欣,綠能環保
7753,星亞,光電業
7754,安基生技,生技醫療業
7756,多那之,觀光餐旅
7745,紅陽,數位雲端
7786,東方風能,綠能環保
7788,松川精密,電子工業
7822,倍利科,半導體業
7823,奧義賽博-KY創,創新板股票
7824,智寶,其他
7825,和亞智慧,其他電子業
7826,極風雲創,數位雲端
7827,漢康-KY,生技醫療業
7828,創新服務,半導體業
7829,思捷優達-KY,生技醫療業
7832,智新生技*,生技醫療業
7833,綠岩能源,綠能環保
7834,來毅數位,資訊服務業
7836,智生活,其他
7837,啟新生,生技醫療業
7839,達人網,數位雲端
7840,祥圃,農業科技
7841,經貿聯網,資訊服務業
7843,英柏得,半導體業
7831,捷博,居家生活
